chr	start	end	gene_name	mark	XCI
chrX	47.5719	47.619856999999996	SYN1	"Unchanged 
hiPSC DEGs"	inactive
chrX	147.911918	147.951125	FMR1	"Unchanged 
hiPSC DEGs"	inactive
chrX	48.695553	48.709016	SUV39H1	"Unchanged 
hiPSC DEGs"	inactive
chrX	134.796394	134.85483499999998	FAM122C	"Unchanged 
hiPSC DEGs"	inactive
chrX	54.068323	54.183281	FAM120C	"Unchanged 
hiPSC DEGs"	inactive
chrX	48.508961	48.520813999999994	PORCN	"Unchanged 
hiPSC DEGs"	inactive
chrX	51.743441	51.746232	GSPT2	"Unchanged 
hiPSC DEGs"	inactive
chrX	11.822422	12.724523	FRMPD4	"Unchanged 
hiPSC DEGs"	inactive
chrX	57.286705	57.489193	FAAH2	"Unchanged 
hiPSC DEGs"	inactive
chrX	119.588336	119.606443	NKRF	"Unchanged 
hiPSC DEGs"	inactive
chrX	48.47602	48.486363999999995	FTSJ1	"Unchanged 
hiPSC DEGs"	inactive
chrX	155.025979	155.060304	FUNDC2	"Unchanged 
hiPSC DEGs"	inactive
chrX	123.960211	124.422664	STAG2	"Unchanged 
hiPSC DEGs"	inactive
chrX	151.953123	151.97468	GABRE	"Unchanged 
hiPSC DEGs"	inactive
chrX	72.204656	72.239027	ERCC6L	"Unchanged 
hiPSC DEGs"	inactive
chrX	47.078354	47.093314	RGN	"Unchanged 
hiPSC DEGs"	inactive
chrX	154.44414	154.450654	FAM50A	"Unchanged 
hiPSC DEGs"	inactive
chrX	78.129747	78.13965	TAF9B	"Unchanged 
hiPSC DEGs"	inactive
chrX	155.612571	155.782459	SPRY3	"Unchanged 
hiPSC DEGs"	inactive
chrX	149.92952599999998	149.93869999999998	EOLA2	"Unchanged 
hiPSC DEGs"	inactive
chrX	49.250437	49.270477	FOXP3	"Unchanged 
hiPSC DEGs"	inactive
chrX	75.051047	75.15673199999999	ABCB7	"Unchanged 
hiPSC DEGs"	inactive
chrX	71.056331	71.073426	SNX12	"Unchanged 
hiPSC DEGs"	inactive
chrX	19.533976	19.8876	SH3KBP1	"Unchanged 
hiPSC DEGs"	inactive
chrX	154.477768	154.479257	LAGE3	"Unchanged 
hiPSC DEGs"	inactive
chrX	120.426147	120.469365	LAMP2	"Unchanged 
hiPSC DEGs"	inactive
chrX	81.202101	81.298547	SH3BGRL	"Unchanged 
hiPSC DEGs"	inactive
chrX	65.438548	65.53481	LAS1L	"Unchanged 
hiPSC DEGs"	inactive
chrX	103.675495	103.688158	MORF4L2	"Unchanged 
hiPSC DEGs"	inactive
chrX	135.960587	135.974029	MMGT1	"Unchanged 
hiPSC DEGs"	inactive
chrX	18.239311999999998	18.354688	SCML2	"Unchanged 
hiPSC DEGs"	inactive
chrX	17.737448	17.754988	SCML1	"Unchanged 
hiPSC DEGs"	inactive
chrX	85.092283	85.243911	SATL1	"Unchanged 
hiPSC DEGs"	inactive
chrX	135.032354	135.033546	RTL8C	"Unchanged 
hiPSC DEGs"	inactive
chrX	135.050931	135.05219599999998	RTL8A	"Unchanged 
hiPSC DEGs"	inactive
chrX	55.717748	55.758773999999995	RRAGB	"Unchanged 
hiPSC DEGs"	inactive
chrX	63.222992	63.561094999999995	LINC01278	"Unchanged 
hiPSC DEGs"	inactive
chrX	46.837042	46.882357999999996	RP2	"Unchanged 
hiPSC DEGs"	inactive
chrX	47.48357	47.484823	LINC01560	"Unchanged 
hiPSC DEGs"	inactive
chrX	154.389954	154.409168	RPL10	"Unchanged 
hiPSC DEGs"	inactive
chrX	84.058345	84.188199	RPS6KA6	"Unchanged 
hiPSC DEGs"	inactive
chrX	118.97461299999999	119.018355	LONRF3	"Unchanged 
hiPSC DEGs"	inactive
chrX	10.445309	10.833654	MID1	"Unchanged 
hiPSC DEGs"	inactive
chrX	51.803005999999996	51.902353999999995	MAGED1	"Unchanged 
hiPSC DEGs"	inactive
chrX	54.807598	54.816015	MAGED2	"Unchanged 
hiPSC DEGs"	inactive
chrX	71.118555	71.142454	MED12	"Unchanged 
hiPSC DEGs"	inactive
chrX	120.594009	120.62115899999999	MCTS1	"Unchanged 
hiPSC DEGs"	inactive
chrX	77.825746	77.89559299999999	MAGT1	"Unchanged 
hiPSC DEGs"	inactive
chrX	150.361421	150.514178	MAMLD1	"Unchanged 
hiPSC DEGs"	inactive
chrX	139.58176899999998	139.708227	MCF2	"Unchanged 
hiPSC DEGs"	inactive
chrX	20.006712	20.116906999999998	MAP7D2	"Unchanged 
hiPSC DEGs"	inactive
chrX	136.21321899999998	136.256482	MAP7D3	"Unchanged 
hiPSC DEGs"	inactive
chrX	46.447291	46.497422	KRBOX4	"Unchanged 
hiPSC DEGs"	inactive
chrX	87.51740799999999	87.67004999999999	KLHL4	"Unchanged 
hiPSC DEGs"	inactive
chrX	154.487305	154.49069	SLC10A3	"Unchanged 
hiPSC DEGs"	inactive
chrX	117.89781199999999	118.11734	KLHL13	"Unchanged 
hiPSC DEGs"	inactive
chrX	64.26808	64.39545199999999	MTMR8	"Unchanged 
hiPSC DEGs"	inactive
chrX	153.447665	153.49551599999998	HAUS7	"Unchanged 
hiPSC DEGs"	inactive
chrX	11.1113	11.123085999999999	HCCS	"Unchanged 
hiPSC DEGs"	inactive
chrX	153.947556	153.97181799999998	HCFC1	"Unchanged 
hiPSC DEGs"	inactive
chrX	66.162548	66.268867	HEPH	"Unchanged 
hiPSC DEGs"	inactive
chrX	150.980508	150.990771	HMGB3	"Unchanged 
hiPSC DEGs"	inactive
chrX	150.69297	150.765108	MTMR1	"Unchanged 
hiPSC DEGs"	inactive
chrX	134.99098999999998	134.992473	SMIM10	"Unchanged 
hiPSC DEGs"	inactive
chrX	101.408221	101.41413299999999	HNRNPH2	"Unchanged 
hiPSC DEGs"	inactive
chrX	53.431256999999995	53.434369999999994	HSD17B10	"Unchanged 
hiPSC DEGs"	inactive
chrX	150.56861999999998	150.67314299999998	MTM1	"Unchanged 
hiPSC DEGs"	inactive
chrX	46.59925	46.759118	SLC9A7	"Unchanged 
hiPSC DEGs"	inactive
chrX	135.97384	136.047269	SLC9A6	"Unchanged 
hiPSC DEGs"	inactive
chrX	74.58297499999999	74.61462399999999	RLIM	"Unchanged 
hiPSC DEGs"	inactive
chrX	73.21229799999999	73.214851	NAP1L2	"Unchanged 
hiPSC DEGs"	inactive
chrX	136.497078	136.512346	HTATSF1	"Unchanged 
hiPSC DEGs"	inactive
chrX	149.47698699999998	149.521096	IDS	"Unchanged 
hiPSC DEGs"	inactive
chrX	70.13344599999999	70.166324	IGBP1	"Unchanged 
hiPSC DEGs"	inactive
chrX	153.687925	153.696588	SLC6A8	"Unchanged 
hiPSC DEGs"	inactive
chrX	48.458535999999995	48.470259999999996	SLC38A5	"Unchanged 
hiPSC DEGs"	inactive
chrX	155.064033	155.14793699999998	MTCP1	"Unchanged 
hiPSC DEGs"	inactive
chrX	14.87342	14.922327	MOSPD2	"Unchanged 
hiPSC DEGs"	inactive
chrX	135.520658	135.58250999999998	INTS6L	"Unchanged 
hiPSC DEGs"	inactive
chrX	119.46842099999999	119.471396	SLC25A5	"Unchanged 
hiPSC DEGs"	inactive
chrX	154.010505	154.019902	IRAK1	"Unchanged 
hiPSC DEGs"	inactive
chrX	53.094144	53.170913999999996	KANTR	"Unchanged 
hiPSC DEGs"	inactive
chrX	119.399335	119.454478	SLC25A43	"Unchanged 
hiPSC DEGs"	inactive
chrX	74.421492	74.533917	SLC16A2	"Unchanged 
hiPSC DEGs"	inactive
chrX	70.290103	70.420886	KIF4A	"Unchanged 
hiPSC DEGs"	inactive
chrX	56.232355	56.291531	KLF8	"Unchanged 
hiPSC DEGs"	inactive
chrX	53.532095	53.686727999999995	HUWE1	"Unchanged 
hiPSC DEGs"	inactive
chrX	68.82902	68.84215999999999	EFNB1	"Unchanged 
hiPSC DEGs"	inactive
chrX	101.219768	101.264502	DRP2	"Unchanged 
hiPSC DEGs"	inactive
chrX	152.830966	152.869729	NSDHL	"Unchanged 
hiPSC DEGs"	inactive
chrX	48.590041	48.608869	WDR13	"Unchanged 
hiPSC DEGs"	inactive
chrX	53.936675	54.048958	PHF8	"Unchanged 
hiPSC DEGs"	inactive
chrX	119.236244	119.24446599999999	PGRMC1	"Unchanged 
hiPSC DEGs"	inactive
chrX	151.396514	151.40936399999998	VMA21	"Unchanged 
hiPSC DEGs"	inactive
chrX	15.345595	15.384412999999999	VEGFD	"Unchanged 
hiPSC DEGs"	inactive
chrX	130.17196099999998	130.18487	RAB33A	"Unchanged 
hiPSC DEGs"	inactive
chrX	54.932959999999994	54.998534	PFKFB1	"Unchanged 
hiPSC DEGs"	inactive
chrX	155.197006	155.23984099999998	VBP1	"Unchanged 
hiPSC DEGs"	inactive
chrX	155.88134399999998	155.943769	VAMP7	"Unchanged 
hiPSC DEGs"	inactive
chrX	153.802165	153.830565	PDZD4	"Unchanged 
hiPSC DEGs"	inactive
chrX	47.651795	47.65918	UXT	"Unchanged 
hiPSC DEGs"	inactive
chrX	129.90612	129.92976099999998	UTP14A	"Unchanged 
hiPSC DEGs"	inactive
chrX	49.876723	49.879241	USP27X-AS1	"Unchanged 
hiPSC DEGs"	inactive
chrX	155.258234	155.264491	RAB39B	"Unchanged 
hiPSC DEGs"	inactive
chrX	75.156387	75.304885	UPRT	"Unchanged 
hiPSC DEGs"	inactive
chrX	119.80530999999999	119.852998	UPF3B	"Unchanged 
hiPSC DEGs"	inactive
chrX	19.343892	19.361718	PDHA1	"Unchanged 
hiPSC DEGs"	inactive
chrX	38.561541	38.688919999999996	TSPAN7	"Unchanged 
hiPSC DEGs"	inactive
chrX	136.848003	136.880764	RBMX	"Unchanged 
hiPSC DEGs"	inactive
chrX	53.082366	53.088539999999995	TSPYL2	"Unchanged 
hiPSC DEGs"	inactive
chrX	101.622796	101.627843	ARMCX3	"Unchanged 
hiPSC DEGs"	inactive
chrX	101.65527999999999	101.65984999999999	ARMCX2	"Unchanged 
hiPSC DEGs"	inactive
chrX	101.550546	101.5547	ARMCX1	"Unchanged 
hiPSC DEGs"	inactive
chrX	49.074431999999995	49.101169999999996	WDR45	"Unchanged 
hiPSC DEGs"	inactive
chrX	63.634966	63.809273999999995	ARHGEF9	"Unchanged 
hiPSC DEGs"	inactive
chrX	67.54402	67.73061899999999	AR	"Unchanged 
hiPSC DEGs"	inactive
chrX	85.00387599999999	85.093316	APOOL	"Unchanged 
hiPSC DEGs"	inactive
chrX	54.440402999999996	54.448032	TSR2	"Unchanged 
hiPSC DEGs"	inactive
chrX	64.185116	64.205708	AMER1	"Unchanged 
hiPSC DEGs"	inactive
chrX	55.009054	55.030977	ALAS2	"Unchanged 
hiPSC DEGs"	inactive
chrX	119.574535	119.591083	UBE2A	"Unchanged 
hiPSC DEGs"	inactive
chrX	47.561204	47.571908	ARAF	"Unchanged 
hiPSC DEGs"	inactive
chrX	101.615117	101.61800099999999	ARMCX6	"Unchanged 
hiPSC DEGs"	inactive
chrX	54.192822	54.358641999999996	WNK3	"Unchanged 
hiPSC DEGs"	inactive
chrX	123.85972299999999	123.91397599999999	XIAP	"Unchanged 
hiPSC DEGs"	inactive
chrX	153.724855	153.744755	ABCD1	"Unchanged 
hiPSC DEGs"	inactive
chrX	47.836901	48.002561	ZNF81	"Unchanged 
hiPSC DEGs"	inactive
chrX	46.545437	46.548840999999996	ZNF674-AS1	"Unchanged 
hiPSC DEGs"	inactive
chrX	46.497726	46.545457	ZNF674	"Unchanged 
hiPSC DEGs"	inactive
chrX	47.983354999999996	48.071658	ZNF630	"Unchanged 
hiPSC DEGs"	inactive
chrX	135.344795	135.36341299999998	ZNF449	"Unchanged 
hiPSC DEGs"	inactive
chrX	47.445878	47.482946	ZNF41	"Unchanged 
hiPSC DEGs"	inactive
chrX	153.334146	153.36011	ZNF275	"Unchanged 
hiPSC DEGs"	inactive
chrX	152.91444099999998	152.97348	ZNF185	"Unchanged 
hiPSC DEGs"	inactive
chrX	47.974849999999996	48.003989	ZNF182	"Unchanged 
hiPSC DEGs"	inactive
chrX	71.239623	71.255146	ZMYM3	"Unchanged 
hiPSC DEGs"	inactive
chrX	101.88228699999999	101.932079	ZMAT1	"Unchanged 
hiPSC DEGs"	inactive
chrX	48.579772999999996	48.581157	AC115618.2	"Unchanged 
hiPSC DEGs"	inactive
chrX	153.056408	153.060467	PNMA3	"Unchanged 
hiPSC DEGs"	inactive
chrX	49.269791999999995	49.301460999999996	PPP1R3F	"Unchanged 
hiPSC DEGs"	inactive
chrX	129.80328699999998	129.843909	ZDHHC9	"Unchanged 
hiPSC DEGs"	inactive
chrX	75.368426	75.523502	ZDHHC15	"Unchanged 
hiPSC DEGs"	inactive
chrX	129.738948	129.769536	XPNPEP2	"Unchanged 
hiPSC DEGs"	inactive
chrX	68.498561	68.53728199999999	YIPF6	"Unchanged 
hiPSC DEGs"	inactive
chrX	72.578813	72.714319	PHKA1	"Unchanged 
hiPSC DEGs"	inactive
chrX	18.892297	18.984113999999998	PHKA2	"Unchanged 
hiPSC DEGs"	inactive
chrX	12.791354	12.824221999999999	PRPS2	"Unchanged 
hiPSC DEGs"	inactive
chrX	15.319450999999999	15.335554	PIGA	"Unchanged 
hiPSC DEGs"	inactive
chrX	10.015253	10.144473999999999	WWC3	"Unchanged 
hiPSC DEGs"	inactive
chrX	72.18135199999999	72.302926	PIN4	"Unchanged 
hiPSC DEGs"	inactive
chrX	23.701054	23.766475	ACOT9	"Unchanged 
hiPSC DEGs"	inactive
chrX	49.07116	49.074002	PRAF2	"Unchanged 
hiPSC DEGs"	inactive
chrX	154.45828	154.477779	PLXNA3	"Unchanged 
hiPSC DEGs"	inactive
chrX	120.250751	120.258398	ZBTB33	"Unchanged 
hiPSC DEGs"	inactive
chrX	65.366637	65.507887	ZC3H12B	"Unchanged 
hiPSC DEGs"	inactive
chrX	64.915801	65.034713	ZC4H2	"Unchanged 
hiPSC DEGs"	inactive
chrX	109.62424299999999	109.733403	ACSL4	"Unchanged 
hiPSC DEGs"	inactive
chrX	107.71321999999999	107.77734199999999	TSC22D3	"Unchanged 
hiPSC DEGs"	inactive
chrX	101.418286	101.533459	ARMCX4	"Unchanged 
hiPSC DEGs"	inactive
chrX	64.224193	64.23060699999999	ASB12	"Unchanged 
hiPSC DEGs"	inactive
chrX	152.826993	152.830757	CETN2	"Unchanged 
hiPSC DEGs"	inactive
chrX	54.920460999999996	54.931430999999996	TRO	"Unchanged 
hiPSC DEGs"	inactive
chrX	46.573764	46.598496	CHST7	"Unchanged 
hiPSC DEGs"	inactive
chrX	49.922595	50.099235	CLCN5	"Unchanged 
hiPSC DEGs"	inactive
chrX	101.34566	101.348742	TIMM8A	"Unchanged 
hiPSC DEGs"	inactive
chrX	48.893446	48.898143	TIMM17B	"Unchanged 
hiPSC DEGs"	inactive
chrX	49.028724999999994	49.043409999999994	TFE3	"Unchanged 
hiPSC DEGs"	inactive
chrX	100.820358	100.84151999999999	CSTF2	"Unchanged 
hiPSC DEGs"	inactive
chrX	120.50591899999999	120.604074	CUL4B	"Unchanged 
hiPSC DEGs"	inactive
chrX	119.53814799999999	119.56540899999999	CXorf56	"Unchanged 
hiPSC DEGs"	inactive
chrX	37.780058	37.813461	CYBB	"Unchanged 
hiPSC DEGs"	inactive
chrX	48.922022999999996	48.958386	OTUD5	"Unchanged 
hiPSC DEGs"	inactive
chrX	67.949348	68.433913	OPHN1	"Unchanged 
hiPSC DEGs"	inactive
chrX	47.145219999999995	47.186813	RBM10	"Unchanged 
hiPSC DEGs"	inactive
chrX	101.09821699999999	101.163681	CENPI	"Unchanged 
hiPSC DEGs"	inactive
chrX	109.53577999999999	109.544698	NXT2	"Unchanged 
hiPSC DEGs"	inactive
chrX	124.375902	124.96381699999999	TENM1	"Unchanged 
hiPSC DEGs"	inactive
chrX	107.064419	107.11882299999999	RBM41	"Unchanged 
hiPSC DEGs"	inactive
chrX	51.49001	51.496592	NUDT11	"Unchanged 
hiPSC DEGs"	inactive
chrX	154.762741	154.77768899999998	DKC1	"Unchanged 
hiPSC DEGs"	inactive
chrX	70.444834	70.50549	DLG3	"Unchanged 
hiPSC DEGs"	inactive
chrX	51.332229999999996	51.337525	NUDT10	"Unchanged 
hiPSC DEGs"	inactive
chrX	102.125678	102.14042599999999	TCEAL2	"Unchanged 
hiPSC DEGs"	inactive
chrX	154.40123499999999	154.41211199999998	DNASE1L1	"Unchanged 
hiPSC DEGs"	inactive
chrX	132.369316	132.489968	MBNL3	"Unchanged 
hiPSC DEGs"	inactive
chrX	153.642491	153.65132599999998	DUSP9	"Unchanged 
hiPSC DEGs"	inactive
chrX	37.836756	37.847570999999995	DYNLT3	"Unchanged 
hiPSC DEGs"	inactive
chrX	48.521798	48.528715999999996	EBP	"Unchanged 
hiPSC DEGs"	inactive
chrX	69.616066	70.039472	EDA	"Unchanged 
hiPSC DEGs"	inactive
chrX	66.595636	66.639298	EDA2R	"Unchanged 
hiPSC DEGs"	inactive
chrX	111.29377799999999	111.41242899999999	DCX	"Unchanged 
hiPSC DEGs"	inactive
chrX	18.425582	18.653629	CDKL5	"Unchanged 
hiPSC DEGs"	inactive
chrX	47.623171	47.630305	CFP	"Unchanged 
hiPSC DEGs"	inactive
chrX	21.839616	21.885423	MBTPS2	"Unchanged 
hiPSC DEGs"	inactive
chrX	103.21510699999999	103.21724599999999	BEX4	"Unchanged 
hiPSC DEGs"	inactive
chrX	129.98110599999998	130.05807099999998	BCORL1	"Unchanged 
hiPSC DEGs"	inactive
chrX	19.912858999999997	19.970298	BCLAF3	"Unchanged 
hiPSC DEGs"	inactive
chrX	110.944284	111.227361	PAK3	"Unchanged 
hiPSC DEGs"	inactive
chrX	102.720687	102.75354	BHLHB9	"Unchanged 
hiPSC DEGs"	inactive
chrX	150.766335	150.89881599999998	CD99L2	"Unchanged 
hiPSC DEGs"	inactive
chrX	155.071419	155.123077	BRCC3	"Unchanged 
hiPSC DEGs"	inactive
chrX	80.669502	80.809877	BRWD3	"Unchanged 
hiPSC DEGs"	inactive
chrX	155.48900999999998	155.719098	TMLHE	"Unchanged 
hiPSC DEGs"	inactive
chrX	34.627074	34.657285	TMEM47	"Unchanged 
hiPSC DEGs"	inactive
chrX	153.700491	153.72456499999998	BCAP31	"Unchanged 
hiPSC DEGs"	inactive
chrX	103.309345	103.31100699999999	BEX2	"Unchanged 
hiPSC DEGs"	inactive
chrX	76.173039	76.178314	PBDC1	"Unchanged 
hiPSC DEGs"	inactive
chrX	101.07887799999999	101.096367	TMEM35A	"Unchanged 
hiPSC DEGs"	inactive
chrX	120.62567299999999	120.630054	C1GALT1C1	"Unchanged 
hiPSC DEGs"	inactive
chrX	103.499129	103.519489	RAB40A	"Unchanged 
hiPSC DEGs"	inactive
chrX	49.205062	49.233371	CACNA1F	"Unchanged 
hiPSC DEGs"	inactive
chrX	154.428632	154.43651599999998	ATP6AP1	"Unchanged 
hiPSC DEGs"	inactive
chrX	120.25864899999999	120.311556	TMEM255A	"Unchanged 
hiPSC DEGs"	inactive
chrX	153.517675	153.58293899999998	ATP2B3	"Unchanged 
hiPSC DEGs"	inactive
chrX	49.235468999999995	49.250519999999995	CCDC22	"Unchanged 
hiPSC DEGs"	inactive
chrX	108.091667	108.154671	ATG4A	"Unchanged 
hiPSC DEGs"	inactive
chrX	50.202712	50.351914	CCNB3	"Unchanged 
hiPSC DEGs"	inactive
chrX	103.82232599999999	103.832257	RAB9B	"Unchanged 
hiPSC DEGs"	inactive
chrX	101.009345	101.052116	TRMT2B	"Unchanged 
hiPSC DEGs"	inactive
chrX	153.444719	153.470587	TREX2	"Unchanged 
hiPSC DEGs"	inactive
chrX	103.06264999999999	103.064171	BEX1	"Unchanged 
hiPSC DEGs"	inactive
chrX	119.942833	119.99280999999999	RHOXF1P3	"Unchanged 
hiPSC DEGs"	undefined
chrX	25.645720999999998	25.646327	RANBP1P1	"Unchanged 
hiPSC DEGs"	undefined
chrX	83.50828899999999	83.51212699999999	POU3F4	"Unchanged 
hiPSC DEGs"	undefined
chrX	119.978712	120.025138	RHOXF1P1	"Unchanged 
hiPSC DEGs"	undefined
chrX	119.870474	119.87173299999999	RNF113A	"Unchanged 
hiPSC DEGs"	undefined
chrX	65.956288	65.957196	RBMXP5	"Unchanged 
hiPSC DEGs"	undefined
chrX	101.53748399999999	101.539276	PRKCIP1	"Unchanged 
hiPSC DEGs"	undefined
chrX	120.03623499999999	120.14685399999999	RHOXF1-AS1	"Unchanged 
hiPSC DEGs"	undefined
chrX	74.202833	74.204595	RAB11FIP1P1	"Unchanged 
hiPSC DEGs"	undefined
chrX	136.807222	136.807877	RANP4	"Unchanged 
hiPSC DEGs"	undefined
chrX	151.694606	151.70592399999998	PRRG3	"Unchanged 
hiPSC DEGs"	undefined
chrX	44.029331	44.030921	RBM39P1	"Unchanged 
hiPSC DEGs"	undefined
chrX	96.883907	96.88546699999999	RPA4	"Unchanged 
hiPSC DEGs"	undefined
chrX	115.718941	115.719229	SUMO2P21	"Unchanged 
hiPSC DEGs"	undefined
chrX	134.52270099999998	134.52299	RPL36AP54	"Unchanged 
hiPSC DEGs"	undefined
chrX	8.464829	8.46651	VCX3B	"Unchanged 
hiPSC DEGs"	undefined
chrX	6.533617	6.535118	VCX3A	"Unchanged 
hiPSC DEGs"	undefined
chrX	7.842261	7.844143	VCX	"Unchanged 
hiPSC DEGs"	undefined
chrX	47.658832	47.692326	UXT-AS1	"Unchanged 
hiPSC DEGs"	undefined
chrX	56.737241	56.737576999999995	UQCRBP1	"Unchanged 
hiPSC DEGs"	undefined
chrX	14.244380999999999	14.244928	UBE2E4P	"Unchanged 
hiPSC DEGs"	undefined
chrX	153.735625	153.766478	U52111.1	"Unchanged 
hiPSC DEGs"	undefined
chrX	76.655497	76.656559	TRAPPC13P1	"Unchanged 
hiPSC DEGs"	undefined
chrX	73.223123	73.223558	TOMM20P4	"Unchanged 
hiPSC DEGs"	undefined
chrX	103.71090799999999	103.71403199999999	TMEM31	"Unchanged 
hiPSC DEGs"	undefined
chrX	149.76889599999998	149.771368	TMEM185AP1	"Unchanged 
hiPSC DEGs"	undefined
chrX	65.40808299999999	65.408672	TLE1P1	"Unchanged 
hiPSC DEGs"	undefined
chrX	129.04153499999998	129.043183	TJAP1P1	"Unchanged 
hiPSC DEGs"	undefined
chrX	36.962195	36.963425	TFDP1P2	"Unchanged 
hiPSC DEGs"	undefined
chrX	125.32011899999999	125.32521399999999	TEX13C	"Unchanged 
hiPSC DEGs"	undefined
chrX	80.92949899999999	80.930347	VDAC1P1	"Unchanged 
hiPSC DEGs"	undefined
chrX	70.528939	70.908711	TEX11	"Unchanged 
hiPSC DEGs"	undefined
chrX	49.632498999999996	49.633348999999995	VDAC1P2	"Unchanged 
hiPSC DEGs"	undefined
chrX	47.803295	47.804789	WASF4P	"Unchanged 
hiPSC DEGs"	undefined
chrX	137.566126	137.577691	ZIC3	"Unchanged 
hiPSC DEGs"	undefined
chrX	24.146224	24.149653999999998	ZFX-AS1	"Unchanged 
hiPSC DEGs"	undefined
chrX	153.418321	153.426481	ZFP92	"Unchanged 
hiPSC DEGs"	undefined
chrX	118.82382299999999	118.826968	ZCCHC12	"Unchanged 
hiPSC DEGs"	undefined
chrX	137.573751	137.98178	Z96074.1	"Unchanged 
hiPSC DEGs"	undefined
chrX	102.94596999999999	102.952039	Z93943.1	"Unchanged 
hiPSC DEGs"	undefined
chrX	74.209975	74.21365999999999	Z83843.1	"Unchanged 
hiPSC DEGs"	undefined
chrX	130.44508399999998	130.524257	Z82195.2	"Unchanged 
hiPSC DEGs"	undefined
chrX	83.506022	83.509214	Z82170.1	"Unchanged 
hiPSC DEGs"	undefined
chrX	103.59660699999999	103.59890399999999	Z73965.1	"Unchanged 
hiPSC DEGs"	undefined
chrX	103.48646	103.51791899999999	Z69733.1	"Unchanged 
hiPSC DEGs"	undefined
chrX	102.884413	102.90615799999999	Z68871.1	"Unchanged 
hiPSC DEGs"	undefined
chrX	21.855985999999998	21.858739999999997	YY2	"Unchanged 
hiPSC DEGs"	undefined
chrX	41.675759	41.676494	YWHAZP10	"Unchanged 
hiPSC DEGs"	undefined
chrX	156.020825	156.02571	WASH6P	"Unchanged 
hiPSC DEGs"	undefined
chrX	108.044969	108.079184	VSIG1	"Unchanged 
hiPSC DEGs"	undefined
chrX	75.326771	75.32799899999999	TERF1P7	"Unchanged 
hiPSC DEGs"	undefined
chrX	83.748824	83.749939	TERF1P4	"Unchanged 
hiPSC DEGs"	undefined
chrX	80.335503	80.44531099999999	TENT5D	"Unchanged 
hiPSC DEGs"	undefined
chrX	135.421943	135.428075	SMIM10L2A	"Unchanged 
hiPSC DEGs"	undefined
chrX	143.62278899999998	143.636101	SLITRK4	"Unchanged 
hiPSC DEGs"	undefined
chrX	70.925578	70.931125	SLC7A3	"Unchanged 
hiPSC DEGs"	undefined
chrX	103.92809799999999	103.929017	SLC25A53P1	"Unchanged 
hiPSC DEGs"	undefined
chrX	119.46598499999999	119.469128	SLC25A5-AS1	"Unchanged 
hiPSC DEGs"	undefined
chrX	68.78347099999999	68.785066	SERBP1P1	"Unchanged 
hiPSC DEGs"	undefined
chrX	73.769247	73.770423	SEPHS1P4	"Unchanged 
hiPSC DEGs"	undefined
chrX	44.309312999999996	44.310476	RRM2P3	"Unchanged 
hiPSC DEGs"	undefined
chrX	100.155884	100.156773	RPSAP8	"Unchanged 
hiPSC DEGs"	undefined
chrX	44.741085999999996	44.741963999999996	RPSAP61	"Unchanged 
hiPSC DEGs"	undefined
chrX	87.70334199999999	87.70420299999999	RPSAP15	"Unchanged 
hiPSC DEGs"	undefined
chrX	74.409517	74.4101	RPS7P14	"Unchanged 
hiPSC DEGs"	undefined
chrX	24.429572	24.42992	RPS26P58	"Unchanged 
hiPSC DEGs"	undefined
chrX	133.67096999999998	133.67138599999998	RPS24P19	"Unchanged 
hiPSC DEGs"	undefined
chrX	23.836741	23.837321	RPL9P7	"Unchanged 
hiPSC DEGs"	undefined
chrX	135.09498399999998	135.098712	SMIM10L2B	"Unchanged 
hiPSC DEGs"	undefined
chrX	135.059684	135.123952	SMIM10L2B-AS1	"Unchanged 
hiPSC DEGs"	undefined
chrX	71.043213	71.04547	SOCS5P4	"Unchanged 
hiPSC DEGs"	undefined
chrX	119.75858699999999	119.76020199999999	SOWAHD	"Unchanged 
hiPSC DEGs"	undefined
chrX	110.52031099999999	110.523021	TDGF1P3	"Unchanged 
hiPSC DEGs"	undefined
chrX	103.252994	103.255192	TCEAL8	"Unchanged 
hiPSC DEGs"	undefined
chrX	102.140475	102.14296999999999	TCEAL6	"Unchanged 
hiPSC DEGs"	undefined
chrX	103.27369	103.27674999999999	TCEAL5	"Unchanged 
hiPSC DEGs"	undefined
chrX	103.628703	103.63095299999999	TCEAL1	"Unchanged 
hiPSC DEGs"	undefined
chrX	80.014752	80.031774	TBX22	"Unchanged 
hiPSC DEGs"	undefined
chrX	33.041394	33.041720999999995	TBCAP1	"Unchanged 
hiPSC DEGs"	undefined
chrX	92.676518	92.676954	RPL26P36	"Unchanged 
hiPSC DEGs"	undefined
chrX	30.854319999999998	30.854706999999998	TAB3-AS2	"Unchanged 
hiPSC DEGs"	undefined
chrX	24.310861	24.314079	SUPT20HL2	"Unchanged 
hiPSC DEGs"	undefined
chrX	86.084715	86.086339	STIP1P3	"Unchanged 
hiPSC DEGs"	undefined
chrX	93.28773199999999	93.288759	ST13P18	"Unchanged 
hiPSC DEGs"	undefined
chrX	62.779249	62.780325999999995	SSBL2P	"Unchanged 
hiPSC DEGs"	undefined
chrX	63.349644999999995	63.352177999999995	SPIN4-AS1	"Unchanged 
hiPSC DEGs"	undefined
chrX	57.11855	57.121548	SPIN2B	"Unchanged 
hiPSC DEGs"	undefined
